Name	Scope Project1	
File	C:\Users\De_Zhao\Desktop\16.09_L050\L050_0-200s200-21.csv	
Starttime of export	132763542300960000	Freitag, 17. September 2021	14:10:30.096
Endtime of export	132763542448837868	Freitag, 17. September 2021	14:10:44.883


Name	current
SymbolComment	
Data-Type	REAL64
SampleTime	10
VariableSize	8
SymbolBased	True
IndexGroup	16448
IndexOffset	422320
SymbolName	Measurement_Values.Current_To_Torque_Characteristic.current
NetID	5.27.164.74.1.1
Port	851
Offset	0
ScaleFactor	1
BitMask	0xffffffffffffffff
Unit	(None)
Unit ScaleFactor	1
Unit Offset	0


0	-2.1238
10	-1.8368
20	-1.3776
30	-0.861
40	-0.0574
50	0.6888
60	1.8368
70	2.6978
80	2.3533999999999997
90	1.8942
100	1.435
110	1.435
120	1.2628000000000001
130	1.435
140	1.4924000000000002
150	1.8942
160	1.7793999999999999
170	1.8368
180	1.8942
190	1.7793999999999999
200	1.7793999999999999
210	1.8942
220	2.0664000000000002
230	2.0090000000000003
240	1.8942
250	2.0090000000000003
260	2.1238
270	2.0090000000000003
280	2.2386
290	2.0090000000000003
300	1.9516
310	2.0090000000000003
320	1.9516
330	1.8368
340	1.7793999999999999
350	1.8368
360	2.0090000000000003
370	2.0664000000000002
380	1.722
390	2.0090000000000003
400	1.8368
410	1.9516
420	1.6645999999999999
430	2.0090000000000003
440	1.8942
450	1.722
460	1.8368
470	1.8942
480	1.8368
490	1.7793999999999999
500	1.6071999999999997
510	1.6645999999999999
520	1.4924000000000002
530	1.6645999999999999
540	1.5498
550	1.6645999999999999
560	1.5498
570	1.6071999999999997
580	1.435
590	1.5498
600	1.6645999999999999
610	1.6645999999999999
620	1.5498
630	1.722
640	1.6071999999999997
650	1.722
660	1.6071999999999997
670	1.6071999999999997
680	1.6071999999999997
690	1.722
700	1.6645999999999999
710	1.722
720	1.5498
730	1.722
740	1.6645999999999999
750	1.722
760	1.6071999999999997
770	1.6645999999999999
780	1.6071999999999997
790	1.6645999999999999
800	1.6645999999999999
810	1.722
820	1.6071999999999997
830	1.722
840	1.6071999999999997
850	1.722
860	1.6071999999999997
870	1.6071999999999997
880	1.6071999999999997
890	1.722
900	1.6071999999999997
910	1.6645999999999999
920	1.5498
930	1.722
940	1.5498
950	1.7793999999999999
960	1.6071999999999997
970	1.5498
980	1.5498
990	1.5498
1000	1.5498
1010	1.6071999999999997
1020	1.6071999999999997
1030	1.5498
1040	1.5498
1050	1.4924000000000002
1060	1.3776
1070	1.2054
1080	1.435
1090	1.4924000000000002
1100	1.2054
1110	1.2054
1120	1.3776
1130	1.148
1140	1.3202
1150	1.148
1160	1.2054
1170	1.2628000000000001
1180	1.0332000000000001
1190	0.9184
1200	0.861
1210	0.9184
1220	0.861
1230	0.861
1240	0.9184
1250	0.9184
1260	0.80359999999999987
1270	0.861
1280	0.80359999999999987
1290	0.9758
1300	0.861
1310	0.861
1320	0.861
1330	0.861
1340	0.9184
1350	0.9758
1360	0.9184
1370	0.861
1380	0.9184
1390	0.861
1400	0.861
1410	1.0906
1420	0.9758
1430	0.9758
1440	1.0906
1450	0.9758
1460	1.0906
1470	1.3776
1480	1.3776
1490	1.3202
1500	0.9758
1510	0.9758
1520	1.0332000000000001
1530	1.2054
1540	1.3776
1550	1.3776
1560	1.435
1570	1.435
1580	1.4924000000000002
1590	1.4924000000000002
1600	1.4924000000000002
1610	1.4924000000000002
1620	1.4924000000000002
1630	1.6071999999999997
1640	1.6071999999999997
1650	1.6071999999999997
1660	1.6645999999999999
1670	1.6645999999999999
1680	1.6645999999999999
1690	1.722
1700	1.6645999999999999
1710	1.722
1720	1.722
1730	1.7793999999999999
1740	1.7793999999999999
1750	1.8368
1760	1.8368
1770	1.7793999999999999
1780	1.8368
1790	1.8942
1800	1.8942
1810	1.9516
1820	1.9516
1830	1.9516
1840	1.9516
1850	1.8368
1860	1.722
1870	1.5498
1880	1.2628000000000001
1890	0.9184
1900	0.3444
1910	-0.287
1920	-1.148
1930	-1.7793999999999999
1940	-2.0664000000000002
1950	-2.1238
1960	-1.7793999999999999
1970	-1.435
1980	-1.435
1990	-1.435
2000	-1.5498
2010	-1.5498
2020	-1.8368
2030	-1.7793999999999999
2040	-1.722
2050	-1.7793999999999999
2060	-1.7793999999999999
2070	-1.7793999999999999
2080	-1.8368
2090	-2.0090000000000003
2100	-2.0664000000000002
2110	-1.9516
2120	-1.8942
2130	-2.0090000000000003
2140	-2.0090000000000003
2150	-2.0664000000000002
2160	-1.8942
2170	-2.0090000000000003
2180	-1.9516
2190	-1.8942
2200	-2.0090000000000003
2210	-1.8942
2220	-1.8368
2230	-2.0090000000000003
2240	-2.1812
2250	-1.8368
2260	-1.9516
2270	-2.0090000000000003
2280	-1.9516
2290	-1.8368
2300	-2.0090000000000003
2310	-1.7793999999999999
2320	-1.8368
2330	-2.0664000000000002
2340	-2.0090000000000003
2350	-1.8368
2360	-1.8368
2370	-1.6645999999999999
2380	-1.7793999999999999
2390	-1.7793999999999999
2400	-1.7793999999999999
2410	-1.7793999999999999
2420	-1.8942
2430	-1.722
2440	-1.8942
2450	-1.7793999999999999
2460	-1.8942
2470	-1.7793999999999999
2480	-1.8368
2490	-1.6645999999999999
2500	-1.7793999999999999
2510	-1.722
2520	-1.8368
2530	-1.8942
2540	-1.8942
2550	-1.8942
2560	-1.8942
2570	-1.8942
2580	-1.8942
2590	-1.7793999999999999
2600	-1.8368
2610	-1.7793999999999999
2620	-1.8942
2630	-1.8368
2640	-1.8942
2650	-1.8368
