Name	Scope Project1	
File	C:\Users\De_Zhao\Desktop\08.09_N\N400-500s200-1.csv	
Starttime of export	132755867094950000	Mittwoch, 8. September 2021	16:58:29.495
Endtime of export	132755867229849999	Mittwoch, 8. September 2021	16:58:42.984


Name	current
SymbolComment	
Data-Type	REAL64
SampleTime	10
VariableSize	8
SymbolBased	True
IndexGroup	16448
IndexOffset	422320
SymbolName	Measurement_Values.Current_To_Torque_Characteristic.current
NetID	5.27.164.74.1.1
Port	851
Offset	0
ScaleFactor	1
BitMask	0xffffffffffffffff
Unit	(None)
Unit ScaleFactor	1
Unit Offset	0


0	2.0090000000000003
10	1.6645999999999999
20	1.2628000000000001
30	1.2054
40	1.2628000000000001
50	1.0906
60	1.2054
70	1.3776
80	1.4924000000000002
90	1.5498
100	1.6071999999999997
110	1.6071999999999997
120	1.5498
130	1.5498
140	1.6071999999999997
150	1.7793999999999999
160	1.6645999999999999
170	1.6645999999999999
180	1.6645999999999999
190	1.7793999999999999
200	1.7793999999999999
210	1.8942
220	1.6645999999999999
230	1.8368
240	1.722
250	1.722
260	1.8368
270	1.7793999999999999
280	1.722
290	1.722
300	1.8368
310	1.6645999999999999
320	1.5498
330	1.6645999999999999
340	1.722
350	1.435
360	1.6071999999999997
370	1.6645999999999999
380	1.6071999999999997
390	1.6645999999999999
400	1.435
410	1.6071999999999997
420	1.4924000000000002
430	1.4924000000000002
440	1.435
450	1.3776
460	1.6071999999999997
470	1.2628000000000001
480	1.435
490	1.3202
500	1.435
510	1.2628000000000001
520	1.3776
530	1.2628000000000001
540	1.2628000000000001
550	1.2054
560	1.3202
570	1.0906
580	1.3776
590	1.0332000000000001
600	1.0332000000000001
610	1.148
620	1.0906
630	0.9758
640	0.9758
650	0.9758
660	0.80359999999999987
670	0.9184
680	0.80359999999999987
690	0.74620000000000009
700	0.861
710	0.80359999999999987
720	0.6888
730	0.74620000000000009
740	0.80359999999999987
750	0.63140000000000007
760	0.74620000000000009
770	0.574
780	0.51660000000000006
790	0.63140000000000007
800	0.63140000000000007
810	0.6888
820	0.63140000000000007
830	0.4592
840	0.63140000000000007
850	0.574
860	0.574
870	0.63140000000000007
880	0.861
890	0.74620000000000009
900	0.6888
910	0.80359999999999987
920	0.6888
930	0.80359999999999987
940	1.0906
950	1.0906
960	0.9758
970	0.63140000000000007
980	0.574
990	0.63140000000000007
1000	0.80359999999999987
1010	0.9758
1020	0.9758
1030	0.9758
1040	0.9758
1050	0.9758
1060	1.0332000000000001
1070	1.0332000000000001
1080	1.0332000000000001
1090	1.0906
1100	1.0906
1110	1.0906
1120	1.148
1130	1.148
1140	1.148
1150	1.148
1160	1.148
1170	1.2054
1180	1.2054
1190	1.2628000000000001
1200	1.2628000000000001
1210	1.2628000000000001
1220	1.2628000000000001
1230	1.2628000000000001
1240	1.2628000000000001
1250	1.3202
1260	1.2628000000000001
1270	1.2628000000000001
1280	1.3776
1290	1.3776
1300	1.3202
1310	1.2628000000000001
1320	1.2628000000000001
1330	1.148
1340	0.9184
1350	0.6888
1360	0.287
1370	-0.2296
1380	-0.861
1390	-1.3776
1400	-1.6071999999999997
1410	-1.722
1420	-1.435
1430	-1.0332000000000001
1440	-1.148
1450	-1.2054
1460	-1.3202
1470	-1.2628000000000001
1480	-1.3776
1490	-1.4924000000000002
1500	-1.5498
1510	-1.435
1520	-1.6071999999999997
1530	-1.4924000000000002
1540	-1.4924000000000002
1550	-1.5498
1560	-1.8368
1570	-1.7793999999999999
1580	-1.7793999999999999
1590	-1.6071999999999997
1600	-1.7793999999999999
1610	-1.7793999999999999
1620	-1.722
1630	-1.6071999999999997
1640	-1.6645999999999999
1650	-1.722
1660	-1.8368
1670	-1.722
1680	-1.7793999999999999
1690	-1.7793999999999999
1700	-1.7793999999999999
1710	-1.7793999999999999
1720	-1.6645999999999999
1730	-1.6071999999999997
1740	-1.722
1750	-1.7793999999999999
1760	-1.4924000000000002
1770	-1.6645999999999999
1780	-1.722
1790	-1.5498
1800	-1.6645999999999999
1810	-1.4924000000000002
1820	-1.6645999999999999
1830	-1.4924000000000002
1840	-1.5498
1850	-1.4924000000000002
1860	-1.435
1870	-1.6645999999999999
1880	-1.3776
1890	-1.6071999999999997
1900	-1.435
1910	-1.5498
1920	-1.3202
1930	-1.3776
1940	-1.435
1950	-1.435
1960	-1.3202
1970	-1.3776
1980	-1.2054
1990	-1.435
2000	-1.2054
2010	-1.148
2020	-1.2054
2030	-1.2628000000000001
2040	-1.148
2050	-1.0906
2060	-0.9758
2070	-0.9758
2080	-1.0332000000000001
2090	-1.0332000000000001
2100	-1.0332000000000001
2110	-1.0906
2120	-1.0906
2130	-0.861
2140	-0.861
2150	-0.9184
2160	-0.80359999999999987
2170	-0.80359999999999987
2180	-0.74620000000000009
2190	-0.574
2200	-0.74620000000000009
2210	-0.861
2220	-0.861
2230	-0.861
2240	-0.80359999999999987
2250	-0.80359999999999987
2260	-0.6888
2270	-0.861
2280	-0.80359999999999987
2290	-1.0332000000000001
2300	-0.80359999999999987
2310	-0.9758
2320	-0.9758
2330	-0.861
2340	-0.9758
2350	-1.2054
2360	-1.2054
2370	-1.148
2380	-0.9758
2390	-0.9184
2400	-1.0332000000000001
2410	-1.2054
2420	-1.3776
2430	-1.3776
2440	-1.3776
2450	-1.435
2460	-1.435
2470	-1.435
2480	-1.4924000000000002
2490	-1.5498
2500	-1.5498
2510	-1.5498
2520	-1.6071999999999997
2530	-1.6645999999999999
2540	-1.6645999999999999
2550	-1.722
2560	-1.722
