0,1.2628000000000001
10,1.8368
20,1.7793999999999999
30,1.6071999999999997
40,1.2628000000000001
50,1.0332000000000001
60,1.2054
70,1.148
80,1.0906
90,1.2054
100,1.3776
110,1.3776
120,1.4924000000000002
130,1.435
140,1.4924000000000002
150,1.435
160,1.5498
170,1.5498
180,1.6645999999999999
190,1.6645999999999999
200,1.6071999999999997
210,1.6071999999999997
220,1.722
230,1.7793999999999999
240,2.0090000000000003
250,1.7793999999999999
260,1.7793999999999999
270,1.8368
280,1.7793999999999999
290,1.8368
300,1.8368
310,1.6071999999999997
320,1.8368
330,1.8942
340,1.6645999999999999
350,1.7793999999999999
360,1.7793999999999999
370,1.8942
380,1.6645999999999999
390,1.8368
400,1.7793999999999999
410,1.6071999999999997
420,1.7793999999999999
430,1.8368
440,1.6645999999999999
450,1.6645999999999999
460,1.6071999999999997
470,1.4924000000000002
480,1.5498
490,1.6645999999999999
500,1.6645999999999999
510,1.6645999999999999
520,1.5498
530,1.6071999999999997
540,1.5498
550,1.5498
560,1.5498
570,1.5498
580,1.6071999999999997
590,1.6645999999999999
600,1.5498
610,1.6071999999999997
620,1.4924000000000002
630,1.6071999999999997
640,1.6071999999999997
650,1.5498
660,1.4924000000000002
670,1.5498
680,1.5498
690,1.6645999999999999
700,1.6071999999999997
710,1.6645999999999999
720,1.4924000000000002
730,1.6071999999999997
740,1.4924000000000002
750,1.6071999999999997
760,1.4924000000000002
770,1.6071999999999997
780,1.4924000000000002
790,1.6645999999999999
800,1.5498
810,1.6645999999999999
820,1.4924000000000002
830,1.6071999999999997
840,1.4924000000000002
850,1.6645999999999999
860,1.4924000000000002
870,1.6071999999999997
880,1.4924000000000002
890,1.6645999999999999
900,1.4924000000000002
910,1.6071999999999997
920,1.435
930,1.4924000000000002
940,1.435
950,1.435
960,1.435
970,1.4924000000000002
980,1.435
990,1.5498
1000,1.3776
1010,1.2628000000000001
1020,1.2054
1030,1.0906
1040,1.148
1050,1.2054
1060,0.9758
1070,1.148
1080,1.148
1090,1.0332000000000001
1100,1.0332000000000001
1110,1.0332000000000001
1120,0.9758
1130,1.0332000000000001
1140,0.861
1150,0.6888
1160,0.6888
1170,0.74620000000000009
1180,0.574
1190,0.574
1200,0.63140000000000007
1210,0.74620000000000009
1220,0.51660000000000006
1230,0.51660000000000006
1240,0.574
1250,0.6888
1260,0.4592
1270,0.574
1280,0.574
1290,0.63140000000000007
1300,0.6888
1310,0.74620000000000009
1320,0.51660000000000006
1330,0.51660000000000006
1340,0.574
1350,0.51660000000000006
1360,0.4592
1370,0.80359999999999987
1380,0.74620000000000009
1390,0.63140000000000007
1400,0.74620000000000009
1410,0.63140000000000007
1420,0.6888
1430,0.9184
1440,1.0906
1450,0.9758
1460,0.74620000000000009
1470,0.574
1480,0.574
1490,0.74620000000000009
1500,0.9184
1510,0.9184
1520,0.9184
1530,0.9184
1540,0.9184
1550,0.9184
1560,0.9184
1570,0.9184
1580,0.9758
1590,0.9758
1600,0.9758
1610,0.9758
1620,1.0332000000000001
1630,1.0332000000000001
1640,1.0332000000000001
1650,1.0332000000000001
1660,1.0332000000000001
1670,1.0906
1680,1.0906
1690,1.148
1700,1.0906
1710,1.0906
1720,1.148
1730,1.148
1740,1.148
1750,1.148
1760,1.148
1770,1.148
1780,1.148
1790,1.148
1800,1.148
1810,1.148
1820,0.9758
1830,0.80359999999999987
1840,0.51660000000000006
1850,0.0574
1860,-0.40179999999999994
1870,-0.9758
1880,-1.3776
1890,-1.5498
1900,-1.4924000000000002
1910,-1.2054
1920,-0.9184
1930,-1.148
1940,-1.0906
1950,-1.2054
1960,-1.2628000000000001
1970,-1.3776
1980,-1.4924000000000002
1990,-1.4924000000000002
2000,-1.3202
2010,-1.4924000000000002
2020,-1.435
2030,-1.4924000000000002
2040,-1.5498
2050,-1.8368
2060,-1.722
2070,-1.6645999999999999
2080,-1.5498
2090,-1.8368
2100,-1.7793999999999999
2110,-1.8368
2120,-1.722
2130,-1.722
2140,-1.6071999999999997
2150,-1.6645999999999999
2160,-1.7793999999999999
2170,-1.722
2180,-1.6645999999999999
2190,-1.722
2200,-1.8942
2210,-1.6645999999999999
